layer,description,depth,unit,NA,format,specs,source,citation_url,citation_originator,citation_adress,publication_date
WWP_M_sl4_250m.tif,Available soil water capacity (volumetric fraction) until wilting point for depth 30 cm,0.30 m,percent,255,Byte,http://gsif.r-forge.r-project.org/AWCPTF.html,ftp://ftp.soilgrids.org/data/recent/WWP_M_sl4_250m.tif,http://www.isric.org/data/soilgrids,ISRIC - World Soil Information,jorge.mendesdejesus@wur.nl,12.05.2016
WWP_M_sl5_250m.tif,Available soil water capacity (volumetric fraction) until wilting point for depth 60 cm,0.60 m,percent,255,Byte,http://gsif.r-forge.r-project.org/AWCPTF.html,ftp://ftp.soilgrids.org/data/recent/WWP_M_sl5_250m.tif,http://www.isric.org/data/soilgrids,ISRIC - World Soil Information,jorge.mendesdejesus@wur.nl,12.05.2016
WWP_M_sl6_250m.tif,Available soil water capacity (volumetric fraction) until wilting point for depth 100 cm,1.00 m,percent,255,Byte,http://gsif.r-forge.r-project.org/AWCPTF.html,ftp://ftp.soilgrids.org/data/recent/WWP_M_sl6_250m.tif,http://www.isric.org/data/soilgrids,ISRIC - World Soil Information,jorge.mendesdejesus@wur.nl,12.05.2016
WWP_M_sl7_250m.tif,Available soil water capacity (volumetric fraction) until wilting point for depth 200 cm,2.00 m,percent,255,Byte,http://gsif.r-forge.r-project.org/AWCPTF.html,ftp://ftp.soilgrids.org/data/recent/WWP_M_sl7_250m.tif,http://www.isric.org/data/soilgrids,ISRIC - World Soil Information,jorge.mendesdejesus@wur.nl,12.05.2016
AWCtS_M_sl1_250m.tif,Saturated water content (volumetric fraction) teta-S for depth 0 cm,0.00 m,percent,255,Byte,http://gsif.r-forge.r-project.org/AWCPTF.html,ftp://ftp.soilgrids.org/data/recent/AWCtS_M_sl1_250m.tif,http://www.isric.org/data/soilgrids,ISRIC - World Soil Information,jorge.mendesdejesus@wur.nl,12.05.2016
AWCtS_M_sl2_250m.tif,Saturated water content (volumetric fraction) teta-S for depth 5 cm,0.05 m,percent,255,Byte,http://gsif.r-forge.r-project.org/AWCPTF.html,ftp://ftp.soilgrids.org/data/recent/AWCtS_M_sl2_250m.tif,http://www.isric.org/data/soilgrids,ISRIC - World Soil Information,jorge.mendesdejesus@wur.nl,12.05.2016
AWCtS_M_sl3_250m.tif,Saturated water content (volumetric fraction) teta-S for depth 15 cm,0.15 m,percent,255,Byte,http://gsif.r-forge.r-project.org/AWCPTF.html,ftp://ftp.soilgrids.org/data/recent/AWCtS_M_sl3_250m.tif,http://www.isric.org/data/soilgrids,ISRIC - World Soil Information,jorge.mendesdejesus@wur.nl,12.05.2016
AWCtS_M_sl4_250m.tif,Saturated water content (volumetric fraction) teta-S for depth 30 cm,0.30 m,percent,255,Byte,http://gsif.r-forge.r-project.org/AWCPTF.html,ftp://ftp.soilgrids.org/data/recent/AWCtS_M_sl4_250m.tif,http://www.isric.org/data/soilgrids,ISRIC - World Soil Information,jorge.mendesdejesus@wur.nl,12.05.2016
AWCtS_M_sl5_250m.tif,Saturated water content (volumetric fraction) teta-S for depth 60 cm,0.60 m,percent,255,Byte,http://gsif.r-forge.r-project.org/AWCPTF.html,ftp://ftp.soilgrids.org/data/recent/AWCtS_M_sl5_250m.tif,http://www.isric.org/data/soilgrids,ISRIC - World Soil Information,jorge.mendesdejesus@wur.nl,12.05.2016
AWCtS_M_sl6_250m.tif,Saturated water content (volumetric fraction) teta-S for depth 100 cm,1.00 m,percent,255,Byte,http://gsif.r-forge.r-project.org/AWCPTF.html,ftp://ftp.soilgrids.org/data/recent/AWCtS_M_sl6_250m.tif,http://www.isric.org/data/soilgrids,ISRIC - World Soil Information,jorge.mendesdejesus@wur.nl,12.05.2016
AWCtS_M_sl7_250m.tif,Saturated water content (volumetric fraction) teta-S for depth 200 cm,2.00 m,percent,255,Byte,http://gsif.r-forge.r-project.org/AWCPTF.html,ftp://ftp.soilgrids.org/data/recent/AWCtS_M_sl7_250m.tif,http://www.isric.org/data/soilgrids,ISRIC - World Soil Information,jorge.mendesdejesus@wur.nl,12.05.2016
